timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.03764895,-0.05739784,142012653,5077.74316406,27048067,3342.22753906,0.83982414,1979.99963378
0.01199999,-0.17591485,-0.01048088,142012673,5036.54443359,27048080,3334.67724609,0.82966727,1979.99963378
0.01599999,-0.12490046,-0.02945709,142012693,5009.07861328,27048094,3306.99340820,0.80482393,1979.99963378
0.01999999,-0.29431402,0.02768135,142012713,4912.94824218,27048107,3349.77783203,0.77553993,1979.99963378
0.02399999,-0.06577719,-0.01409721,142012733,4954.14697265,27048120,3405.14624023,0.83887189,1979.99963378
0.02799999,-0.20019686,0.00866508,142012752,4916.38183593,27048134,3339.71069335,0.83777540,1979.99963378
0.03199999,-0.23381890,0.01774311,142012772,4844.28369140,27048147,3322.09399414,0.84011274,1979.99963378
0.03599999,-0.22608572,0.01320171,142012791,4806.51855468,27048161,3319.57690429,0.82592922,1979.99963378
0.03999999,-0.09851008,-0.01311683,142012810,4823.68457031,27048174,3324.61035156,0.77953141,1979.99963378
0.04399999,-0.14124189,0.00205612,142012829,4751.58691406,27048187,3405.14575195,0.78589373,1979.99963378
0.04799999,-0.15365749,-0.00433731,142012848,4706.95458984,27048201,3334.67749023,0.85627251,1979.99963378
0.05199999,-0.01221503,-0.01706600,142012867,4737.85400390,27048214,3309.51000976,0.89343231,1979.99963378
0.05599999,-0.25384530,0.04229164,142012886,4655.45654296,27048227,3327.12695312,0.89476114,1979.99963378
0.05999999,-0.22981292,0.02832508,142012905,4645.15673828,27048241,3337.19433593,0.80205529,1979.99963378
0.06399999,-0.09816958,-0.00523471,142012923,4617.69091796,27048254,3392.56250000,0.78787165,1979.99963378
