timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.22839705,-0.07939720,600532637,8098.98339843,14613989,4504.96044921,1.15467190,2699.99951171
0.01199999,-1.50376236,0.36035633,600532669,8116.14990234,14614007,4545.22802734,1.29135584,2699.99951171
0.01599999,-0.52134567,0.00302314,600532702,8208.84667968,14614025,4588.01269531,1.14676368,2699.99951171
0.01999999,-0.94179731,0.09495830,600532734,8112.71630859,14614044,4575.42919921,1.03218591,2699.99951171
0.02399999,-0.32086977,-0.14674282,600532767,8050.91845703,14614062,4615.73876953,0.89159971,2699.99951171
0.02799999,-0.37470436,-0.07117271,600532799,7975.38720703,14614080,4655.96435546,0.70010107,2699.99951171
0.03199999,-0.48288899,0.00690174,600532831,7978.82080078,14614099,4610.66308593,0.53377360,2699.99951171
0.03599999,-0.61364650,0.06258773,600532863,8092.11718750,14614117,4542.71142578,0.54864746,2699.99951171
0.03999999,-0.31881791,-0.05953979,600532895,8033.75244140,14614135,4527.61083984,0.60337710,2699.99951171
0.04399999,-0.22000782,-0.07603645,600532927,7995.98681640,14614153,4517.54394531,0.60717725,2699.99951171
0.04799999,-0.53227567,0.04188632,600532959,7944.48828125,14614172,4489.85986328,0.73681426,2699.99951171
0.05199999,-0.72237890,0.09448432,600532991,7858.65771484,14614190,4522.57763671,0.84330117,2699.99951171
0.05599999,-0.45257616,0.02971076,600533022,7917.02246093,14614208,4557.81201171,0.84568268,2699.99951171
0.05999999,-1.05753040,0.18223762,600533054,7913.58935546,14614226,4550.26171875,0.94109219,2699.99951171
0.06399999,-0.47349917,-0.03949642,600533085,7899.85644531,14614244,4638.34765625,0.95999276,2699.99951171
0.06799999,-0.31761759,-0.08363246,600533117,7831.19189453,14614263,4608.14648437,0.89433097,2699.99951171
0.07199999,-0.27707237,-0.08974075,600533148,7717.89550781,14614281,4585.49609375,0.76181918,2699.99951171
0.07599999,-0.19232887,-0.05232334,600533179,7762.52734375,14614299,4532.64453125,0.71066313,2699.99951171
0.07999999,-0.58195888,0.06692886,600533210,7690.42968750,14614318,4525.09423828,0.72210484,2699.99951171
0.08399999,-0.53942143,0.05317115,600533241,7700.72900390,14614336,4509.99365234,0.80342048,2699.99951171
0.08799999,-0.40803393,0.00394153,600533271,7604.59863281,14614354,4537.67822265,0.86057549,2699.99951171
0.09199999,-0.17700055,-0.05370998,600533302,7707.59570312,14614372,4509.99365234,0.89961397,2699.99951171
0.09599999,-0.25748625,-0.03168582,600533332,7577.13281250,14614390,4562.84521484,0.92011594,2699.99951171
0.09999999,-0.53553551,0.04179000,600533362,7474.13623046,14614409,4603.11279296,0.84338051,2699.99951171
0.10399999,-0.46606692,0.05942344,600533392,7566.83349609,14614427,4645.89746093,0.74248439,2699.99951171
0.10799999,-0.25230407,-0.03427505,600533422,7470.70312500,14614445,4540.19482421,0.77850270,2699.99951171
0.11199999,-0.29651883,-0.01958942,600533452,7357.40625000,14614463,4575.42919921,0.86947333,2699.99951171
0.11599999,-0.13767881,-0.05618286,600533482,7408.90478515,14614482,4540.19482421,0.84247785,2699.99951171
0.11999999,-0.35620066,0.02363681,600533511,7326.50732421,14614500,4540.19482421,0.84888619,2699.99951171
0.12399999,-0.30697944,0.03234481,600533540,7264.70947265,14614518,4540.19482421,0.79731822,2699.99951171
0.12799999,-0.29388630,0.00087451,600533569,7223.51074218,14614536,4545.22802734,0.77394139,2699.99951171
0.13199999,-0.37249004,0.02635002,600533598,7103.34765625,14614555,4545.22802734,0.74452060,2699.99951171
0.13599999,-0.29612362,0.01369953,600533626,7154.84619140,14614573,4562.84570312,0.80227023,2699.99951171
0.13999999,-0.35058221,0.01197338,600533655,7055.28222656,14614591,4618.21337890,0.76981252,2699.99951171
0.14399999,-0.38611340,0.03050231,600533683,7072.44873046,14614609,4577.94580078,0.79777342,2699.99951171
0.14799999,-0.19011424,-0.04063320,600533711,6952.28564453,14614628,4557.81201171,0.80963087,2699.99951171
0.15199999,-0.18640851,-0.02976226,600533739,6911.08691406,14614646,4537.67773437,0.85630697,2699.99951171
0.15599998,-0.18473961,-0.00283336,600533766,6801.22363281,14614664,4527.61083984,0.88024109,2699.99951171
0.15999998,-0.23702318,0.00864887,600533794,6784.05761718,14614682,4560.32861328,0.87095427,2699.99951171
0.16399998,-0.25518855,0.03240776,600533821,6746.29199218,14614700,4520.06054687,0.85864734,2699.99951171
0.16799998,-0.43385657,0.06738758,600533848,6725.69238281,14614719,4552.77832031,0.84391874,2699.99951171
0.17199998,-0.17187295,-0.01517486,600533874,6705.09326171,14614737,4570.39550781,0.79678952,2699.99951171
0.17599998,-0.03653405,-0.04867935,600533901,6571.19726562,14614755,4635.83056640,0.75688982,2699.99951171
0.17999998,-0.10941429,-0.01813411,600533927,6516.26562500,14614774,4610.66308593,0.75162971,2699.99951171
0.18399998,-0.12576906,-0.01016235,600533953,6505.96582031,14614792,4572.91210937,0.78060108,2699.99951171
0.18799998,-0.06015868,-0.01375579,600533979,6378.93652343,14614810,4562.84521484,0.67265820,2699.99951171
0.19199998,-0.12040802,0.00412178,600534004,6344.60449218,14614828,4507.47705078,0.70020705,2699.99951171
0.19599998,-0.15964302,0.02439594,600534030,6313.70507812,14614847,4550.26171875,0.68085318,2699.99951171
0.19999998,0.01718204,-0.03507041,600534055,6262.20703125,14614865,4520.06103515,0.74706846,2699.99951171
0.20399998,-0.13158693,0.03062438,600534079,6145.47705078,14614883,4532.64453125,0.76798629,2699.99951171
0.20799998,-0.28383076,0.06124401,600534104,6063.07958984,14614901,4512.51074218,0.88211095,2699.99951171
0.21199998,-0.17954592,0.00913143,600534128,6032.18066406,14614919,4580.46240234,0.84504866,2699.99951171
0.21599998,-0.16599975,0.01360511,600534152,5949.78320312,14614938,4625.76367187,0.83434313,2699.99951171
0.21999998,-0.22559736,0.04086399,600534176,5887.98486328,14614956,4608.14648437,0.74855124,2699.99951171
0.22399998,0.01179394,-0.04150867,600534200,5853.65283203,14614974,4552.77832031,0.74832463,2699.99951171
0.22799998,0.05871738,-0.03510761,600534223,5809.02099609,14614992,4535.16113281,0.78232574,2699.99951171
0.23199998,-0.04170953,0.02319335,600534246,5764.38867187,14615011,4517.54394531,0.86020928,2699.99951171
0.23599998,-0.07114610,0.02658367,600534269,5712.89062500,14615029,4532.64453125,0.90729731,2699.99951171
0.23999998,-0.00019350,0.00138282,600534291,5644.22607421,14615047,4522.57714843,0.92921817,2699.99951171
0.24399998,-0.12195664,0.03026199,600534313,5558.39501953,14615065,4575.42919921,0.85147976,2699.99951171
0.24799998,-0.09824568,0.01702404,600534335,5493.16406250,14615084,4572.91210937,0.74815827,2699.99951171
0.25199998,-0.08124709,-0.00300216,600534357,5379.86718750,14615102,4633.31396484,0.72175765,2699.99951171
0.25599998,-0.16962343,0.02796363,600534378,5300.90332031,14615120,4598.07958984,0.76480191,2699.99951171
0.25999998,-0.15157638,0.02862930,600534399,5263.13769531,14615138,4565.36181640,0.74746537,2699.99951171
0.26399998,-0.02486832,-0.02627372,600534420,5180.74023437,14615157,4535.16113281,0.75286686,2699.99951171
0.26799998,-0.03140438,-0.01634979,600534441,5046.84423828,14615175,4530.12792968,0.77519959,2699.99951171
0.27199998,-0.02450489,0.01846790,600534461,5077.74316406,14615193,4562.84521484,0.75241374,2699.99951171
0.27599998,0.05125581,-0.01606559,600534481,5012.51220703,14615211,4535.16113281,0.70789259,2699.99951171
0.27999998,-0.05401787,0.00723457,600534501,4919.81494140,14615229,4492.37646484,0.83552008,2699.99951171
0.28399998,-0.20179569,0.04117965,600534520,4813.38476562,14615248,4547.74462890,0.87757462,2699.99951171
0.28799998,-0.10451738,0.01974105,600534540,4765.31982421,14615266,4593.04589843,0.85176867,2699.99951171
0.29199998,-0.13571791,0.01619338,600534559,4713.82128906,14615284,4671.06494140,0.78145587,2699.99951171
0.29599998,-0.03207184,-0.02159500,600534577,4600.52490234,14615302,4567.87841796,0.79039227,2699.99951171
0.29999997,0.00528114,-0.01785278,600534596,4573.05908203,14615321,4552.77832031,0.83727341,2699.99951171
0.30399997,0.01880886,-0.01134300,600534614,4514.69384765,14615339,4517.54394531,0.82475799,2699.99951171
0.30799997,-0.14610819,0.02573394,600534631,4336.16601562,14615357,4537.67773437,0.80963808,2699.99951171
0.31199997,-0.08220037,0.00671005,600534649,4312.13378906,14615375,4537.67773437,0.77195847,2699.99951171
0.31599997,-0.09066423,0.00478744,600534666,4240.03564453,14615394,4532.64453125,0.84198868,2699.99951171
0.31999997,-0.09181270,0.02271270,600534683,4202.27050781,14615412,4565.36181640,0.78851133,2699.99951171
0.32399997,0.02565743,-0.02689743,600534700,4095.84033203,14615430,4520.06054687,0.85261100,2699.99951171
0.32799997,-0.08681198,0.01309394,600534716,4027.17578125,14615448,4625.76367187,0.85318583,2699.99951171
0.33199997,-0.15368533,0.04143905,600534732,3965.37768554,14615467,4615.69677734,0.85356777,2699.99951171
0.33599997,-0.07622651,0.02149963,600534748,3965.37768554,14615485,4605.62988281,0.73938596,2699.99951171
0.33999997,0.05593828,-0.03004455,600534764,3961.94458007,14615503,4552.77832031,0.79658102,2699.99951171
0.34399997,-0.09926734,-0.00354003,600534779,3828.04858398,14615522,4600.59619140,0.86030638,2699.99951171
0.34799997,-0.14994895,0.02398109,600534794,3783.41674804,14615540,4635.83056640,0.95960634,2699.99951171
0.35199997,-0.06576473,0.01370620,600534809,3838.34838867,14615559,4696.23193359,1.06749892,2699.99951171
0.35599997,-0.29491525,0.05200576,600534825,3759.38403320,14615578,4746.56738281,1.12457787,2699.99951171
0.35999997,-0.16737425,0.00479698,600534840,3752.51757812,14615597,4950.42285156,1.14017069,2699.99951171
0.36399997,-0.02361921,-0.03622627,600534855,3752.51757812,14615617,4952.93994140,1.18155229,2699.99951171
0.36799997,-0.25632786,0.02005958,600534869,3701.01928710,14615637,5015.85839843,1.25066375,2699.99951171
0.37199997,-0.15844823,-0.00103569,600534884,3701.01928710,14615657,5114.01074218,1.35030508,2699.99951171
0.37599997,-0.05900186,-0.02099609,600534899,3735.35156250,14615678,5285.14892578,1.40468859,2699.99951171
0.37999997,-0.21757461,-0.00649642,600534914,3632.35473632,14615699,5410.98583984,1.41769564,2699.99951171
0.38399997,-0.10695431,-0.02087020,600534928,3659.82055664,14615721,5496.55468750,1.44321441,2699.99951171
0.38799997,-0.02610057,-0.03337478,600534943,3683.85302734,14615744,5675.24316406,1.39693045,2699.99951171
0.39199997,-0.24237355,0.01202583,600534957,3549.95727539,14615767,5773.39599609,1.40012717,2699.99951171
0.39599997,-0.31549641,0.04758453,600534972,3577.42309570,14615790,5881.61572265,1.48322188,2699.99951171
0.39999997,-0.27515989,0.03280258,600534986,3546.52392578,14615814,6118.18896484,1.49887883,2699.99951171
0.40399997,-0.09893584,-0.02683258,600535000,3522.49145507,14615839,6203.75830078,1.62453269,2699.99951171
0.40799997,0.03774360,-0.08852958,600535014,3388.59545898,14615864,6417.68115234,1.56926572,2699.99951171
0.41199997,-0.18702653,0.00875282,600535028,3347.39672851,14615890,6541.00097656,1.65368306,2699.99951171
0.41599997,-0.15498460,0.02834129,600535041,3350.83007812,14615916,6697.03857421,1.66082787,2699.99951171
0.41999997,0.00923122,-0.04084396,600535054,3282.16552734,14615944,6958.77929687,1.68279802,2699.99951171
0.42399997,0.03811362,-0.05252265,600535067,3148.26953125,14615972,7036.79833984,1.80609297,2699.99951171
0.42799997,-0.01069672,-0.00177001,600535079,3079.60498046,14616000,7240.65429687,1.85692012,2699.99951171
0.43199997,0.00684345,-0.02360153,600535091,2928.54296875,14616030,7474.71093750,1.80362093,2699.99951171
0.43599997,-0.06708224,0.01463127,600535103,2818.67968750,14616060,7711.28417968,1.75010979,2699.99951171
0.43999997,-0.04193232,-0.00477218,600535114,2674.48413085,14616091,7809.43701171,1.85803687,2699.99951171
0.44399996,0.06407187,-0.02573394,600535124,2561.18774414,14616123,7975.54199218,1.94226813,2699.99951171
0.44799996,-0.07521035,0.01743888,600535134,2399.82592773,14616155,8156.74658203,1.90642166,2699.99951171
0.45199996,-0.01243453,-0.00216865,600535143,2231.59790039,14616188,8332.91796875,1.89348328,2699.99951171
0.45599996,0.14343312,-0.03876495,600535152,2083.96899414,14616222,8511.60644531,2.00125074,2699.99951171
0.45999996,0.08860559,-0.01890563,600535160,1847.07641601,14616257,8836.26562500,1.98691630,2699.99951171
0.46399996,0.02508838,0.01336288,600535167,1641.08276367,14616292,9032.57128906,1.85970354,2699.99951171
0.46799996,-0.01147331,0.04338455,600535173,1459.12170410,14616328,9087.93945312,1.90218853,2699.99951171
0.47199996,0.14265033,-0.01031112,600535178,1229.09545898,14616365,9279.21191406,2.02056956,2699.99951171
0.47599996,0.65859204,-0.15680503,600535183,1002.50244140,14616403,9503.20117187,1.94572091,2699.99951171
0.47999996,0.51437544,-0.07306098,600535186,710.67810058,14616441,9739.77441406,1.88268136,2699.99951171
0.48399996,0.06420597,0.09644889,600535188,456.61926269,14616481,9805.20996093,1.95458352,2699.99951171
0.48799996,0.11828584,0.08245468,600535189,230.02624511,14616520,10089.60156250,1.91374981,2699.99951171
0.49199996,0.47700482,-0.05015945,600535190,-54.93164062,14616561,10170.13671875,1.89034736,2699.99951171
0.49599996,0.60031938,-0.06685256,600535189,-350.18920898,14616602,10384.05957031,1.90668284,2699.99951171
0.49999996,0.94360250,-0.15347671,600535187,-679.77905273,14616644,10519.96289062,1.83718967,2699.99951171
0.50399996,0.86037540,-0.06330871,600535184,-961.30371093,14616687,10779.18750000,1.83335101,2699.99951171
0.50799996,0.66259109,0.02919769,600535179,-1253.12805175,14616730,10842.10546875,1.81351375,2699.99951171
0.51199996,0.75720542,0.01499938,600535174,-1534.65270996,14616774,10998.14355468,1.78811752,2699.99951171
0.51599996,0.91698604,-0.02770996,600535167,-1819.61059570,14616818,11204.51562500,1.83543562,2699.99951171
0.51999996,0.98388147,-0.01527976,600535159,-2138.90063476,14616863,11280.01757812,1.78377938,2699.99951171
0.52399996,0.90216743,0.02217292,600535150,-2434.15820312,14616908,11368.10351562,1.73897945,2699.99951171
0.52799996,0.80761259,0.06348228,600535139,-2750.01513671,14616954,11594.61035156,1.68323075,2699.99951171
0.53199996,0.76690167,0.07426452,600535128,-3010.94042968,14617001,11783.36523437,1.60696280,2699.99951171
0.53599996,0.85394150,0.04376602,600535115,-3295.89843750,14617048,11775.81542968,1.62385737,2699.99951171
0.53999996,0.92446351,0.01860809,600535101,-3584.28955078,14617095,11836.21679687,1.58528304,2699.99951171
0.54399996,0.98692983,-0.00909233,600535086,-3855.51440429,14617143,11916.75292968,1.49532079,2699.99951171
0.54799996,1.01467907,-0.01240921,600535070,-4133.60595703,14617191,12007.35546875,1.42714118,2699.99951171
0.55199996,0.82736361,0.04911422,600535053,-4411.69726562,14617239,12077.82421875,1.41285836,2699.99951171
0.55599996,0.78498649,0.09248161,600535035,-4566.19238281,14617288,12148.29296875,1.38111269,2699.99951171
0.55999996,0.76326239,0.06494903,600535016,-4820.25146484,14617337,12221.27832031,1.26293957,2699.99951171
0.56399996,0.74578946,0.03762054,600534996,-5077.74316406,14617386,12218.76171875,1.29888284,2699.99951171
0.56799996,0.72982805,0.03575325,600534975,-5318.06933593,14617435,12299.29687500,1.29832625,2699.99951171
0.57199996,0.73428303,0.05060958,600534954,-5462.26464843,14617485,12321.94726562,1.17595613,2699.99951171
0.57599996,0.89930355,-0.00826644,600534932,-5599.59375000,14617534,12332.01464843,1.10644793,2699.99951171
0.57999996,0.82437676,0.00263977,600534909,-5771.25537109,14617584,12349.63183593,1.03049099,2699.99951171
0.58399996,0.66785889,0.04234123,600534886,-5939.48339843,14617633,12342.08105468,1.00092971,2699.99951171
0.58799996,0.57042604,0.04769515,600534862,-6080.24560546,14617682,12324.46386718,0.98042780,2699.99951171
0.59199995,0.56272971,0.03528976,600534838,-6152.34375000,14617732,12354.66503906,0.91792303,2699.99951171
0.59599995,0.52823358,0.04291152,600534813,-6272.50634765,14617781,12321.94726562,0.93968528,2699.99951171
0.59999995,0.80418312,-0.03689956,600534788,-6272.50634765,14617830,12319.43066406,0.94636499,2699.99951171
0.60399995,0.78687423,-0.04900169,600534762,-6485.36669921,14617880,12306.84667968,0.92686969,2699.99951171
0.60799995,0.60407859,0.01930618,600534736,-6481.93359375,14617929,12311.88085937,0.94361543,2699.99951171
0.61199995,0.56245595,0.02830123,600534710,-6557.46435546,14617979,12309.36328125,0.98351514,2699.99951171
0.61599995,0.63589906,-0.00186347,600534684,-6646.72851562,14618028,12349.63183593,0.99925416,2699.99951171
0.61999995,0.28579160,0.08709716,600534657,-6670.76074218,14618077,12347.11523437,0.92366242,2699.99951171
0.62399995,0.57045078,-0.01332473,600534630,-6622.69580078,14618127,12359.69824218,0.85584574,2699.99951171
0.62799995,0.65707081,-0.06137466,600534604,-6773.75781250,14618176,12349.63183593,0.82326447,2699.99951171
0.63199995,0.61732041,-0.03613853,600534577,-6760.02490234,14618226,12334.53125000,0.85209041,2699.99951171
0.63599995,0.47952485,0.01976776,600534549,-6780.62402343,14618275,12339.56445312,0.84568214,2699.99951171
0.63999995,0.45021808,0.00777626,600534522,-6746.29199218,14618324,12324.46386718,0.86140424,2699.99951171
0.64399995,0.62208861,-0.03226661,600534495,-6701.66015625,14618374,12349.63183593,0.93681764,2699.99951171
