timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.19743345,-0.09409904,1024109882,9159.85058593,30669836,5395.88525390,0.86409556,3179.99951171
0.01199999,-0.20979471,-0.08094596,1024109919,9094.61914062,30669858,5315.35009765,0.91115331,3179.99951171
0.01599999,-0.24568557,-0.02685642,1024109955,9111.78515625,30669879,5358.13427734,0.89176928,3179.99951171
0.01999999,-0.29700386,-0.00031661,1024109991,8977.88964843,30669901,5471.38769531,0.74271780,3179.99951171
0.02399999,-0.59776747,0.09159660,1024110027,8940.12402343,30669922,5343.03417968,0.69720411,3179.99951171
0.02799999,-0.38465422,0.01845073,1024110063,8916.09179687,30669944,5345.55126953,0.76645201,3179.99951171
0.03199999,-0.41769406,-0.00043487,1024110098,8795.92871093,30669965,5358.13427734,0.78837805,3179.99951171
0.03599999,-0.30804818,-0.02208709,1024110134,8843.99414062,30669987,5370.71826171,0.87070983,3179.99951171
0.03999999,-0.15129566,-0.03696823,1024110169,8778.76269531,30670008,5335.48388671,0.98023533,3179.99951171
0.04399999,-0.02892839,-0.06053733,1024110204,8679.19921875,30670030,5398.40234375,0.93975031,3179.99951171
0.04799999,-0.26733061,0.02555561,1024110238,8565.90234375,30670051,5393.36865234,0.90129160,3179.99951171
0.05199999,-0.13236862,-0.00939178,1024110272,8531.57031250,30670073,5340.51708984,0.91618770,3179.99951171
0.05599999,-0.32858517,0.03705978,1024110306,8397.67382812,30670094,5390.85205078,0.91798388,3179.99951171
0.05999999,-0.48332193,0.09798812,1024110340,8377.07519531,30670116,5463.83740234,0.80099004,3179.99951171
0.06399999,-0.27492475,0.01359367,1024110374,8322.14355468,30670137,5365.68457031,0.78867959,3179.99951171
0.06799999,-0.25596678,0.02081108,1024110407,8274.07812500,30670159,5320.38330078,0.78346765,3179.99951171
0.07199999,0.07844261,-0.08929824,1024110440,8226.01269531,30670180,5438.66992187,0.74900990,3179.99951171
0.07599999,-0.20183341,0.00981616,1024110472,8140.18212890,30670202,5375.75146484,0.72867166,3179.99951171
0.07999999,-0.04904415,-0.02781295,1024110505,8098.98339843,30670223,5327.93359375,0.77276194,3179.99951171
0.08399999,-0.32582163,0.05101966,1024110537,7985.68701171,30670245,5338.00048828,0.94316804,3179.99951171
0.08799999,-0.34808093,0.05626869,1024110569,8002.85302734,30670266,5433.63623046,0.91447448,3179.99951171
0.09199999,-0.34120345,0.04037570,1024110601,8009.71972656,30670288,5423.56982421,0.89128839,3179.99951171
0.09599999,-0.57295989,0.09099960,1024110633,8023.45263671,30670310,5471.38769531,1.07030260,3179.99951171
0.09999999,-0.42129942,0.03888702,1024110666,8188.24755859,30670332,5652.59228515,1.26739251,3179.99951171
0.10399999,-0.36740845,0.00862216,1024110699,8353.04199218,30670355,5775.91259765,1.40971183,3179.99951171
0.10799999,-0.61228811,0.07023048,1024110733,8490.37109375,30670378,5994.86914062,1.48331367,3179.99951171
0.11199999,-0.51799505,0.01238632,1024110767,8679.19921875,30670402,6070.37109375,1.70028340,3179.99951171
0.11599999,-0.56763899,0.00005340,1024110802,8840.56054687,30670427,6357.27929687,1.96137166,3179.99951171
0.11999999,-0.67462182,0.02005195,1024110838,9087.75292968,30670453,6581.26904296,2.04591083,3179.99951171
0.12399999,-0.66763073,0.01757621,1024110875,9314.34570312,30670481,6936.12890625,2.06906819,3179.99951171
0.12799999,-0.82256716,0.05041885,1024110913,9489.44042968,30670509,7129.91748046,2.16676044,3179.99951171
0.13199999,-0.59367334,-0.02617645,1024110951,9774.39843750,30670538,7426.89257812,2.27911448,3179.99951171
0.13599999,-0.83950453,0.03621387,1024110991,9970.09277343,30670568,7738.96826171,2.29952335,3179.99951171
0.13999999,-0.47913405,-0.06809234,1024111031,10138.32031250,30670600,8053.56054687,2.34140539,3179.99951171
0.14399999,-0.08359135,-0.20045852,1024111072,10309.98144531,30670633,8332.91796875,2.47243618,3179.99951171
0.14799999,-0.53025448,-0.01855087,1024111114,10450.74414062,30670668,8715.46289062,2.59072542,3179.99951171
0.15199999,-0.38146823,-0.04892826,1024111156,10625.83886718,30670704,9085.42285156,2.56667208,3179.99951171
0.15599998,-0.78120911,0.07645988,1024111198,10656.73828125,30670741,9450.34960937,2.67628335,3179.99951171
0.15999998,-0.54855161,0.01110076,1024111241,10742.56835937,30670780,9865.61132812,2.77068448,3179.99951171
0.16399998,-0.54455840,0.04599380,1024111284,10804.36621093,30670820,10205.37109375,2.75555348,3179.99951171
0.16799998,0.08241881,-0.17910194,1024111328,10859.29785156,30670862,10628.18359375,2.70589280,3179.99951171
0.17199998,-0.11278916,-0.08981704,1024111371,10715.10253906,30670905,10920.12500000,2.85037899,3179.99951171
0.17599998,0.16659615,-0.11444282,1024111414,10646.43847656,30670950,11325.31933593,2.83426117,3179.99951171
0.17999998,0.02193861,-0.03925704,1024111456,10419.84472656,30670996,11695.27929687,2.77089786,3179.99951171
0.18399998,0.12396540,-0.01816940,1024111497,10258.48339843,30671043,12138.22558593,2.72308874,3179.99951171
