timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.31923761,-0.02608776,322071028,4394.53125000,26558158,2572.10595703,0.68211668,1379.99975585
0.01199999,-0.36802372,0.00294494,322071045,4370.49853515,26558168,2534.35473632,0.78764015,1379.99975585
0.01599999,-0.33317261,-0.00053215,322071062,4353.33251953,26558178,2614.89013671,0.74449533,1379.99975585
0.01999999,-0.41548648,0.02578163,322071080,4336.16601562,26558189,2531.83789062,0.70170611,1379.99975585
0.02399999,-0.15048989,-0.04916191,322071097,4284.66796875,26558199,2489.05346679,0.71069866,1379.99975585
0.02799999,-0.39895310,0.01463222,322071114,4216.00341796,26558209,2534.35473632,0.73536437,1379.99975585
0.03199999,-0.38572272,0.03034687,322071131,4216.00341796,26558219,2501.63720703,0.60978823,1379.99975585
0.03599999,-0.27629420,-0.01581192,322071147,4188.53759765,26558229,2506.67089843,0.54864305,1379.99975585
0.03999999,-0.13625150,-0.04782962,322071164,4174.80468750,26558239,2471.43652343,0.60557240,1379.99975585
0.04399999,-0.24920305,-0.02377128,322071180,4092.40722656,26558249,2423.61840820,0.59166932,1379.99975585
0.04799999,-0.28646418,0.01287269,322071196,4078.67431640,26558258,2436.20214843,0.64726406,1379.99975585
0.05199999,-0.42768695,0.03589725,322071213,3996.27685546,26558268,2388.38427734,0.67214530,1379.99975585
0.05599999,-0.34429451,0.01164817,322071229,4006.57641601,26558278,2443.75219726,0.70665436,1379.99975585
0.05999999,-0.29783439,-0.00291919,322071245,3941.34521484,26558287,2400.96777343,0.74114114,1379.99975585
0.06399999,-0.31802558,0.01454448,322071261,3958.51123046,26558297,2398.45117187,0.71135705,1379.99975585
0.06799999,-0.23173876,-0.00459480,322071276,3985.97705078,26558306,2395.93432617,0.72669190,1379.99975585
0.07199999,-0.40151175,0.02650642,322071292,3893.28002929,26558316,2343.08251953,0.73048382,1379.99975585
0.07599999,-0.22820845,-0.02265262,322071308,3882.98022460,26558325,2373.28344726,0.73860639,1379.99975585
0.07999999,-0.13782745,-0.04446411,322071323,3838.34838867,26558335,2360.69970703,0.67235547,1379.99975585
0.08399999,-0.27970278,0.00467395,322071338,3845.21484375,26558344,2378.31689453,0.64938586,1379.99975585
0.08799999,-0.32302919,0.02435016,322071354,3831.48193359,26558354,2365.73315429,0.67566448,1379.99975585
0.09199999,-0.39585888,0.02512741,322071369,3745.65112304,26558363,2335.53247070,0.65351825,1379.99975585
0.09599999,-0.34994363,0.02814292,322071384,3804.01611328,26558373,2330.49877929,0.70075845,1379.99975585
0.09999999,-0.26643949,-0.00969123,322071399,3786.84985351,26558382,2300.29809570,0.72586470,1379.99975585
0.10399999,-0.24976846,-0.02281188,322071414,3718.18530273,26558391,2333.01635742,0.78996592,1379.99975585
0.10799999,-0.32357794,0.01524162,322071429,3731.91821289,26558401,2320.43212890,0.76721972,1379.99975585
0.11199999,-0.26844763,0.00492286,322071444,3759.38403320,26558410,2363.21655273,0.77124589,1379.99975585
0.11599999,-0.28310903,-0.00838470,322071459,3666.68701171,26558419,2343.08276367,0.76709949,1379.99975585
0.11999999,-0.32285425,0.00912666,322071474,3673.55346679,26558429,2338.04931640,0.74464750,1379.99975585
0.12399999,-0.19499787,-0.01704788,322071489,3731.91821289,26558438,2348.11621093,0.77454560,1379.99975585
0.12799999,-0.30607590,0.01066589,322071503,3649.52075195,26558447,2315.39868164,0.73296838,1379.99975585
0.13199999,-0.33434501,0.02170944,322071518,3694.15283203,26558457,2327.98217773,0.74474400,1379.99975585
0.13599999,-0.25037434,-0.01601982,322071533,3670.12011718,26558466,2305.33178710,0.72128731,1379.99975585
0.13999999,-0.22260648,-0.01239776,322071547,3666.68701171,26558475,2358.18310546,0.72098267,1379.99975585
0.14399999,-0.30347597,-0.00776004,322071562,3604.88891601,26558485,2345.59936523,0.72672003,1379.99975585
0.14799999,-0.27752450,0.00486946,322071576,3615.18847656,26558494,2325.46557617,0.73849761,1379.99975585
0.15199999,-0.22036616,-0.00919723,322071591,3632.35473632,26558503,2340.56591796,0.80120283,1379.99975585
0.15599998,-0.24665796,-0.02238273,322071605,3532.79101562,26558513,2315.39868164,0.73244476,1379.99975585
0.15999998,-0.24269083,0.00327110,322071620,3608.32202148,26558522,2333.01562500,0.75831419,1379.99975585
0.16399998,-0.22094516,-0.00076484,322071634,3577.42309570,26558531,2305.33178710,0.74291098,1379.99975585
0.16799998,-0.12495288,-0.02524375,322071648,3570.55664062,26558541,2338.04907226,0.75670200,1379.99975585
0.17199998,-0.27373015,0.00276184,322071662,3519.05810546,26558550,2348.11596679,0.76445090,1379.99975585
0.17599998,-0.25399327,0.01272964,322071676,3525.92456054,26558559,2355.66650390,0.70575982,1379.99975585
0.17999998,-0.13007447,-0.01915931,322071690,3519.05810546,26558568,2315.39843750,0.78196406,1379.99975585
0.18399998,-0.09132808,-0.02059745,322071704,3501.89208984,26558578,2305.33178710,0.75146037,1379.99975585
0.18799998,-0.25852623,0.00794887,322071718,3443.52709960,26558587,2320.43212890,0.77431160,1379.99975585
0.19199998,-0.20963750,0.01931953,322071732,3491.59228515,26558596,2330.49877929,0.73575258,1379.99975585
0.19599998,-0.21826572,0.01507568,322071746,3450.39355468,26558606,2338.04907226,0.74451005,1379.99975585
0.19999998,-0.08780512,-0.01889801,322071760,3467.55981445,26558615,2330.49902343,0.74681347,1379.99975585
0.20399998,-0.21171027,0.00201988,322071774,3374.86254882,26558625,2378.31689453,0.66496843,1379.99975585
0.20799998,-0.12638382,-0.01319885,322071787,3436.66064453,26558634,2325.46557617,0.68681102,1379.99975585
0.21199998,-0.09719971,-0.00254726,322071801,3419.49462890,26558643,2335.53247070,0.61503297,1379.99975585
0.21599998,-0.10147777,-0.01453781,322071815,3402.32836914,26558652,2325.46533203,0.67110514,1379.99975585
0.21999998,-0.07690381,-0.00566291,322071828,3367.99609375,26558662,2325.46557617,0.64261299,1379.99975585
0.22399998,-0.21143919,0.02226448,322071842,3302.76489257,26558671,2320.43212890,0.69969183,1379.99975585
0.22799998,-0.25943568,0.04409408,322071855,3354.26318359,26558680,2295.26489257,0.73663496,1379.99975585
0.23199998,-0.14960502,0.01270103,322071868,3337.09716796,26558690,2340.56616210,0.76049286,1379.99975585
0.23599998,-0.08708851,-0.02289867,322071882,3333.66381835,26558699,2335.53247070,0.79743784,1379.99975585
0.23999998,-0.03387129,-0.02811431,322071895,3306.19799804,26558708,2350.63305664,0.79310643,1379.99975585
0.24399998,-0.04973624,-0.01708698,322071908,3261.56616210,26558718,2325.46557617,0.83810490,1379.99975585
0.24799998,-0.21870823,0.02898979,322071921,3237.53344726,26558727,2325.46557617,0.79309362,1379.99975585
