timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,0.39873251,0.03116035,605048344,-5609.89355468,1452660573,10477.17871093,0.98458695,2279.99951171
0.01199999,0.49671000,0.00059700,605048321,-5613.32666015,1452660615,10373.99218750,0.97147178,2279.99951171
0.01599999,0.73796635,-0.08260536,605048299,-5620.19335937,1452660656,10512.41308593,1.00924921,2279.99951171
0.01999999,0.72701692,-0.07469749,605048276,-5664.82519531,1452660698,10394.12695312,0.94305860,2279.99951171
0.02399999,0.60722231,-0.02443122,605048253,-5706.02392578,1452660740,10482.21191406,0.94028890,2279.99951171
0.02799999,0.45684504,0.03989410,605048230,-5699.15771484,1452660781,10396.64355468,0.98684823,2279.99951171
0.03199999,0.54972851,0.00229835,605048207,-5692.29101562,1452660823,10507.37890625,0.90555727,2279.99951171
0.03599999,0.50092047,0.00261688,605048185,-5716.32373046,1452660865,10391.60937500,0.93800568,2279.99951171
0.03999999,0.54032582,-0.01920127,605048162,-5736.92285156,1452660907,10484.72851562,0.90503507,2279.99951171
0.04399999,0.51287853,-0.00554466,605048139,-5723.18994140,1452660948,10361.40917968,0.97072064,2279.99951171
0.04799999,0.48192277,-0.00215911,605048116,-5716.32373046,1452660990,10464.59472656,0.94479781,2279.99951171
0.05199999,0.45377057,0.00294685,605048094,-5726.62353515,1452661032,10366.44238281,0.99639058,2279.99951171
0.05599999,0.36882242,0.04034805,605048071,-5685.42480468,1452661073,10421.81054687,0.99462854,2279.99951171
0.05999999,0.36196443,0.02354240,605048048,-5657.95898437,1452661115,10391.60937500,1.00293338,2279.99951171
0.06399999,0.51490139,-0.03476715,605048026,-5657.95898437,1452661157,10366.44238281,1.04546487,2279.99951171
0.06799999,0.48414835,-0.01261520,605048003,-5651.09228515,1452661198,10414.25976562,1.06383574,2279.99951171
0.07199999,0.40865349,0.01496124,605047981,-5592.72753906,1452661240,10391.60937500,0.96945768,2279.99951171
0.07599999,0.44629785,0.00436782,605047959,-5578.99462890,1452661282,10399.16015625,1.05930483,2279.99951171
0.07999999,0.33833065,0.03833389,605047937,-5520.62988281,1452661323,10409.22656250,0.99613434,2279.99951171
0.08399999,0.39119935,0.00609016,605047915,-5455.39843750,1452661365,10464.63769531,0.99032753,2279.99951171
0.08799999,0.60290926,-0.06521415,605047893,-5400.46679687,1452661407,10376.50878906,1.05903303,2279.99951171
0.09199999,0.62280762,-0.07370185,605047871,-5393.60009765,1452661449,10512.41308593,1.02908349,2279.99951171
0.09599999,0.54819011,-0.04006195,605047850,-5397.03369140,1452661490,10366.44238281,1.07664954,2279.99951171
0.09999999,0.40324535,0.00248527,605047828,-5390.16699218,1452661532,10519.96289062,1.01146566,2279.99951171
0.10399999,0.48195764,-0.01371765,605047807,-5338.66845703,1452661574,10351.34179687,1.12245237,2279.99951171
0.10799999,0.34836512,0.03964424,605047785,-5314.63623046,1452661615,10552.68066406,1.05525517,2279.99951171
0.11199999,0.23791095,0.05024909,605047764,-5270.00390625,1452661657,10401.67675781,0.99711722,2279.99951171
0.11599999,0.37600010,-0.02164459,605047743,-5311.20263671,1452661699,10479.69531250,1.04166305,2279.99951171
0.11999999,0.51678895,-0.05889320,605047722,-5331.80224609,1452661741,10396.64355468,0.99616515,2279.99951171
0.12399999,0.53475075,-0.03336906,605047700,-5304.33642578,1452661782,10436.91113281,0.92639571,2279.99951171
0.12799999,0.47357788,-0.00683021,605047679,-5252.83789062,1452661824,10379.02539062,1.02284002,2279.99951171
0.13199999,0.33583846,0.03195351,605047658,-5252.83789062,1452661866,10431.87695312,0.93495005,2279.99951171
0.13599999,0.30407989,0.04020538,605047637,-5283.73681640,1452661907,10389.09277343,0.96191728,2279.99951171
0.13999999,0.31364542,0.03074204,605047616,-5273.43750000,1452661949,10361.40917968,1.03811848,2279.99951171
0.14399999,0.37524738,-0.00005352,605047595,-5270.00390625,1452661991,10462.07812500,0.99865889,2279.99951171
0.14799999,0.64428246,-0.08525913,605047574,-5294.03662109,1452662032,10353.85839843,0.98380988,2279.99951171
0.15199999,0.54294300,-0.03968718,605047552,-5362.70117187,1452662074,10459.56152343,1.05452978,2279.99951171
0.15599998,0.49820575,-0.00539571,605047531,-5417.63281250,1452662116,10371.47558593,1.04169404,2279.99951171
0.15999998,0.45843195,0.02363324,605047509,-5379.86718750,1452662157,10494.79589843,1.01778459,2279.99951171
0.16399998,0.36393010,0.04743242,605047488,-5376.43408203,1452662199,10381.54199218,1.03313446,2279.99951171
0.16799998,0.46317002,0.00531440,605047466,-5407.33300781,1452662241,10681.03417968,0.91560435,2279.99951171
0.17199998,0.43127414,-0.00077921,605047444,-5441.66552734,1452662283,10391.60937500,0.96316838,2279.99951171
0.17599998,0.46415111,-0.00847941,605047423,-5482.86425781,1452662324,10507.37988281,0.92214518,2279.99951171
0.17999998,0.64372307,-0.06579816,605047401,-5524.06298828,1452662366,10381.54199218,0.96165770,2279.99951171
0.18399998,0.51406890,-0.00389432,605047379,-5568.69482421,1452662408,10497.31250000,0.91056549,2279.99951171
0.18799998,0.42090436,0.04011046,605047356,-5572.12792968,1452662449,10386.57617187,0.94603610,2279.99951171
0.19199998,0.51570487,0.01280415,605047334,-5561.82861328,1452662491,10436.91113281,0.97849971,2279.99951171
0.19599998,0.47815698,0.00920557,605047312,-5616.76025390,1452662533,10389.09277343,0.99687147,2279.99951171
0.19999998,0.35759106,0.04151594,605047289,-5654.52539062,1452662574,10391.60937500,0.98705583,2279.99780273
0.20399998,0.50686848,-0.01712191,605047267,-5633.92626953,1452662616,10444.46093750,1.05878055,2279.88427734
0.20799998,0.64627307,-0.05916404,605047244,-5664.82519531,1452662658,10391.60937500,1.03688645,2279.59594726
0.21199998,0.40160784,0.02469885,605047221,-5706.02392578,1452662700,10421.81054687,1.03411579,2279.13330078
0.21599998,0.28218626,0.06023836,605047198,-5681.99121093,1452662741,10384.05957031,1.01523983,2278.49584960
0.21999998,0.38997480,0.01489186,605047176,-5671.69189453,1452662783,10482.21191406,0.99077171,2277.68383789
0.22399998,0.34692862,-0.00011944,605047153,-5702.59082031,1452662825,10396.64257812,0.95691585,2276.69702148
0.22799998,0.22563882,0.03278398,605047130,-5699.15771484,1452662866,10467.11132812,0.93705230,2275.53564453
0.23199998,0.39416888,-0.02765870,605047107,-5664.82519531,1452662908,10386.57617187,0.93029862,2274.23632812
0.23599998,0.36922812,-0.03564453,605047084,-5675.12500000,1452662950,10514.97265625,0.91426652,2272.92651367
0.23999998,0.26455646,0.00780892,605047062,-5668.25830078,1452662991,10373.99218750,0.93038713,2271.61669921
0.24399998,0.22546389,0.01470041,605047039,-5616.76025390,1452663033,10499.82910156,0.89632207,2270.30688476
0.24799998,0.24215912,0.00122070,605047016,-5599.59375000,1452663075,10373.99218750,0.90335518,2268.99707031
0.25199998,0.32946488,-0.03286623,605046994,-5572.12792968,1452663116,10472.14550781,0.88034605,2267.68725585
0.25599998,0.21897564,-0.00334858,605046972,-5551.52880859,1452663158,10356.37500000,0.94910860,2266.37744140
0.25999998,0.25134623,-0.02064561,605046949,-5517.19628906,1452663199,10449.49414062,0.86199200,2265.06762695
0.26399998,0.26610121,-0.03050470,605046927,-5465.69824218,1452663241,10326.17382812,0.88532453,2263.75781250
0.26799998,0.10020942,0.01835846,605046906,-5445.09863281,1452663282,10416.77734375,0.87157171,2262.44799804
0.27199998,0.15568868,0.00699067,605046884,-5366.13427734,1452663324,10311.07421875,0.91178029,2261.13818359
0.27599998,0.15603734,-0.00937795,605046863,-5270.00390625,1452663365,10373.99218750,0.89376288,2259.82836914
0.27999998,0.17139028,-0.02625417,605046842,-5228.80517578,1452663407,10280.87304687,0.97567611,2258.51855468
0.28399998,0.21095515,-0.04136133,605046821,-5173.87353515,1452663448,10371.47558593,0.93381720,2257.20874023
0.28799998,0.19545446,-0.01917099,605046800,-5098.34277343,1452663489,10318.62402343,0.94702214,2255.89892578
0.29199998,0.03519035,0.03871202,605046780,-4964.44677734,1452663531,10306.04003906,0.99161213,2254.58911132
0.29599998,0.06357919,0.00296330,605046760,-4882.04931640,1452663572,10321.14062500,1.04139423,2253.27929687
0.29999997,0.05384241,-0.00650215,605046741,-4782.48583984,1452663613,10313.59082031,0.94033652,2251.96948242
0.30399997,0.27180898,-0.06439709,605046722,-4672.62255859,1452663655,10250.67187500,1.03574085,2250.65966796
0.30799997,0.12385461,-0.01894569,605046704,-4597.09130859,1452663696,10336.24121093,0.96978676,2249.34985351
0.31199997,-0.05662739,0.03211593,605046686,-4463.19580078,1452663737,10250.67187500,0.93867063,2248.04003906
0.31599997,0.00746750,0.02284574,605046668,-4281.23437500,1452663778,10280.87304687,0.96106791,2246.73046875
0.31999997,-0.09973293,0.02317070,605046651,-4164.50488281,1452663820,10273.32324218,0.94089847,2245.42065429
0.32399997,0.05350894,-0.02444887,605046635,-4027.17578125,1452663861,10268.28906250,0.88565331,2244.11083984
0.32799997,-0.36230009,0.08460569,605046619,-3961.94458007,1452663902,10235.57226562,0.95987540,2242.80102539
0.33199997,-0.17240080,0.03766393,605046604,-3680.41992187,1452663943,10290.94042968,0.93817037,2241.49121093
0.33599997,-0.22479245,0.01586866,605046589,-3532.79101562,1452663984,10210.40429687,1.01629054,2240.18139648
0.33999997,-0.02400738,-0.06993627,605046576,-3429.79418945,1452664025,10301.00683593,0.95563232,2238.87158203
0.34399997,-0.04063176,-0.05066251,605046562,-3220.36743164,1452664066,10210.40429687,0.98273211,2237.56176757
0.34799997,-0.18796345,0.00620508,605046550,-3045.27270507,1452664107,10273.32324218,1.02408611,2236.25195312
0.35199997,-0.16168010,0.00701808,605046538,-2818.67968750,1452664148,10228.02148437,1.00519692,2234.94213867
0.35599997,-0.31428369,0.03784465,605046527,-2643.58520507,1452664189,10255.70605468,0.98445695,2233.63232421
0.35999997,-0.44408497,0.07060289,605046517,-2427.29174804,1452664230,10202.85449218,1.04195177,2232.32250976
0.36399997,-0.32093653,0.00410509,605046508,-2224.73144531,1452664271,10338.75781250,0.90072941,2231.01269531
0.36799997,-0.22254452,-0.03809833,605046500,-1991.27197265,1452664312,10157.55273437,0.95597112,2229.70288085
0.37199997,-0.20029790,-0.04354572,605046492,-1781.84509277,1452664353,10336.24121093,0.95857924,2228.39306640
0.37599997,-0.41943788,0.01465129,605046486,-1575.85144042,1452664394,10180.20312500,0.89188402,2227.08325195
0.37999997,-0.51758241,0.04079866,605046480,-1332.09228515,1452664434,10265.77246093,0.92646861,2225.77343750
0.38399997,-0.55606728,0.03903245,605046475,-1064.30053710,1452664475,10180.20410156,0.99901831,2224.46337890
0.38799997,-0.40200573,-0.02799034,605046471,-799.94201660,1452664516,10238.08886718,0.93884491,2223.15380859
0.39199997,-0.34512323,-0.04857683,605046469,-556.18286132,1452664557,10109.73535156,1.00465178,2221.84399414
0.39599997,-0.38515031,-0.03508710,605046467,-305.55725097,1452664597,10212.92089843,1.02030146,2220.53417968
0.39999997,-0.53813743,0.01199293,605046466,-48.06518554,1452664638,10127.35253906,0.94450247,2219.22436523
0.40399997,-0.79056441,0.08329820,605046467,223.15979003,1452664679,10160.06933593,0.98519265,2217.91455078
0.40799997,-0.78913229,0.06180000,605046468,521.85058593,1452664719,10114.76855468,0.95445710,2216.60473632
0.41199997,-0.86163324,0.05086517,605046471,793.07556152,1452664760,10117.28515625,0.99244821,2215.29492187
0.41599997,-0.90470904,0.03795194,605046475,1084.89990234,1452664801,10175.16992187,0.96963936,2213.98486328
0.41999997,-0.88901466,0.01258754,605046480,1411.05651855,1452664841,10089.60156250,0.95862352,2212.67529296
0.42399997,-0.89802420,-0.00658082,605046486,1689.14794921,1452664882,10180.20410156,0.95324760,2211.36547851
0.42799997,-0.93537420,-0.02187728,605046494,1991.27197265,1452664922,10099.66796875,1.01692306,2210.05566406
0.43199997,-0.98752695,-0.01118612,605046502,2317.42846679,1452664963,10187.75390625,0.99373656,2208.74584960
0.43599997,-1.02997648,-0.02428293,605046512,2550.88793945,1452665003,10061.91699218,1.02379167,2207.43603515
0.43999997,-1.03797614,-0.01932477,605046523,2866.74487304,1452665044,10134.90332031,0.92839592,2206.12597656
0.44399996,-1.08162069,-0.00918674,605046535,3168.86889648,1452665084,9986.41503906,0.91903007,2204.81640625
0.44799996,-1.09927749,0.00055646,605046549,3505.32519531,1452665124,10011.58203125,0.92237251,2203.50659179
0.45199996,-0.94441080,-0.05067396,605046563,3838.34838867,1452665164,9981.38085937,0.80389142,2202.19677734
0.45599996,-0.98164993,-0.03948831,605046579,4078.67431640,1452665204,9908.39648437,0.76121389,2200.88696289
0.45999996,-1.02451193,-0.03666448,605046596,4384.23144531,1452665243,9958.73046875,0.69823265,2199.57714843
0.46399996,-1.12273204,-0.01461601,605046614,4645.15673828,1452665283,9802.69335937,0.68828767,2198.26733398
0.46799996,-0.97831732,-0.02949714,605046634,4998.77929687,1452665322,9775.00878906,0.65960037,2196.95751953
0.47199996,-1.06435298,-0.01540231,605046654,5276.87060546,1452665361,9729.70800781,0.61792480,2195.64770507
0.47599996,-0.99113500,-0.03557825,605046676,5585.86083984,1452665400,9621.48828125,0.66360765,2194.33789062
0.47999996,-0.99804705,-0.03908705,605046699,5853.65283203,1452665438,9611.42089843,0.59214925,2193.02783203
0.48399996,-0.91737383,-0.05231142,605046723,6128.31103515,1452665476,9523.33496093,0.56355142,2191.71826171
0.48799996,-0.69748026,-0.11262845,605046748,6303.40576171,1452665514,9405.04785156,0.64814591,2190.41186523
0.49199996,-1.01845681,-0.01135683,605046773,6564.33105468,1452665552,9352.19726562,0.65870499,2189.32910156
0.49599996,-1.10846590,0.01636886,605046800,6804.65673828,1452665589,9387.43164062,0.55304837,2188.59521484
0.49999996,-0.88872706,-0.04305696,605046828,7017.51708984,1452665626,9191.12597656,0.52859747,2188.21044921
0.50399996,-0.76595789,-0.07549858,605046856,7250.97656250,1452665663,9100.52343750,0.56888204,2188.17480468
0.50799996,-0.79538631,-0.03707599,605046886,7453.53662109,1452665699,9027.53808593,0.51558864,2188.48803710
0.51199996,-0.85626500,0.01530289,605046916,7669.83007812,1452665735,8972.16992187,0.48163634,2189.15087890
0.51599996,-0.94190913,0.01015329,605046947,7868.95751953,1452665771,8919.31835937,0.48718187,2190.16235351
0.51999996,-0.73112255,-0.03376293,605046979,8057.78466796,1452665806,8798.51464843,0.47763419,2191.44970703
0.52399996,-0.66404682,-0.06732606,605047012,8167.64794921,1452665841,8639.95996093,0.44560831,2192.75805664
0.52799996,-0.82927387,0.01135301,605047045,8301.54394531,1452665875,8509.08984375,0.45834457,2194.06640625
0.53199996,-0.67195838,-0.01105594,605047078,8545.30273437,1452665909,8428.55468750,0.49885916,2195.37475585
0.53599996,-0.69158512,-0.00242710,605047113,8631.13378906,1452665943,8368.15234375,0.51118767,2196.68310546
0.53999996,-0.57539212,-0.02463793,605047148,8795.92871093,1452665976,8267.48339843,0.48912775,2197.99145507
0.54399996,-0.60309988,-0.02110242,605047183,8902.35839843,1452666009,8144.16308593,0.48549377,2199.29956054
0.54799996,-0.57209920,0.00905406,605047219,9053.42089843,1452666042,8058.59375000,0.52429521,2200.60791015
0.55199996,-0.49084794,-0.01262080,605047255,9063.72070312,1452666074,7993.15869140,0.46600306,2201.91625976
0.55599996,-0.53006201,-0.01230370,605047292,9146.11816406,1452666106,7867.32177734,0.41231009,2203.22460937
0.55999996,-0.53455770,0.00461995,605047328,9235.38183593,1452666137,7771.68603515,0.45005530,2204.53295898
0.56399996,-0.50327092,0.02808225,605047365,9379.57714843,1452666168,7693.66699218,0.48567065,2205.84130859
0.56799996,-0.30177804,-0.04954016,605047403,9341.81152343,1452666198,7653.39892578,0.42291039,2207.14965820
0.57199996,-0.56484091,0.05009472,605047440,9410.47656250,1452666228,7457.09375000,0.42778599,2208.45776367
0.57599996,-0.31240633,-0.01682752,605047478,9458.54101562,1452666258,7338.80712890,0.47936931,2209.76635742
0.57999996,-0.43764051,0.02050465,605047516,9448.24218750,1452666287,7190.31933593,0.44365447,2211.07446289
0.58399996,-0.22054043,-0.03938257,605047554,9486.00683593,1452666316,7165.15234375,0.39976844,2212.38281250
0.58799996,-0.15632978,-0.03303927,605047591,9417.34277343,1452666344,7016.66455078,0.44809067,2213.69116210
