timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.01200000,-0.38052809,0.02174639,330271357,5949.78320312,8967233,5745.71191406,0.53198701,3179.99951171
0.01599999,-0.39579978,0.02653837,330271381,5936.05029296,8967256,5765.84570312,0.54840213,3179.99951171
0.01999999,-0.40662315,0.00955498,330271404,5929.18359375,8967278,5604.77490234,0.55769473,3179.99951171
0.02399999,-0.66087925,0.06677520,330271428,5956.64941406,8967301,5494.03808593,0.61562007,3179.99951171
0.02799999,-0.57333832,0.04684269,330271453,6097.41210937,8967323,5539.33984375,0.60530358,3179.99951171
0.03199999,-0.40029612,-0.01546311,330271477,6131.74414062,8967344,5375.75146484,0.74938386,3179.99951171
0.03599999,-0.42973184,-0.00847458,330271502,6231.30761718,8967366,5350.58398437,0.83168357,3179.99951171
0.03999999,-0.51086312,0.02697467,330271527,6313.70507812,8967387,5471.38769531,0.84696692,3179.99951171
0.04399999,-0.54478323,0.00926649,330271552,6361.77050781,8967409,5343.03417968,0.80361562,3179.99951171
0.04799999,-0.61541938,0.03051352,330271578,6454.46777343,8967430,5327.93359375,0.83468836,3179.99951171
0.05199999,-0.56909710,0.01795208,330271604,6646.72851562,8967451,5343.07568359,0.93206787,3179.99951171
0.05599999,-0.60686290,0.01718366,330271630,6639.86181640,8967472,5365.68457031,0.97651755,3179.99951171
0.05999999,-0.58402383,0.00404256,330271657,6725.69238281,8967494,5350.58398437,1.03666234,3179.99951171
0.06399999,-0.36288136,-0.03888309,330271685,6863.02148437,8967515,5363.16796875,0.98003065,3179.99951171
0.06799999,-0.46367207,-0.02461218,330271712,6928.25292968,8967537,5408.46923828,0.91333568,3179.99951171
0.07199999,-0.49802312,0.00593179,330271740,7089.61474609,8967558,5310.31640625,0.91005879,3179.99951171
0.07599999,-0.50675457,-0.00974422,330271768,7147.97949218,8967580,5345.55078125,0.97825717,3179.99951171
0.07999999,-0.23788174,-0.07228118,330271797,7199.47802734,8967601,5448.73681640,0.96491330,3179.99951171
0.08399999,-0.41122069,-0.02399376,330271826,7247.54296875,8967623,5345.55078125,0.95862007,3179.99951171
0.08799999,-0.46468728,0.00567620,330271855,7336.80712890,8967644,5348.06738281,0.97689574,3179.99951171
0.09199999,-0.36087268,-0.01734822,330271885,7532.50097656,8967666,5421.05273437,0.98126035,3179.99951171
0.09599999,-0.46214866,0.01545059,330271915,7511.90185546,8967687,5365.68457031,0.95927202,3179.99951171
0.09999999,-0.44099470,0.00374317,330271945,7583.99951171,8967709,5350.58398437,1.02747035,3179.99951171
0.10399999,-0.24689397,-0.04171425,330271976,7731.62841796,8967730,5360.65087890,1.02620685,3179.99951171
0.10799999,-0.66581571,0.07163268,330272007,7741.92773437,8967752,5398.40234375,0.97863537,3179.99951171
0.11199999,-0.43309301,0.01568531,330272038,7920.45556640,8967773,5345.55029296,0.98643594,3179.99951171
